,date,state,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
0,2020-05-07,TO,494,9,False,1572866.0,31.407629999999997
1,2020-05-06,TO,423,9,False,1572866.0,26.89358
2,2020-05-05,TO,351,9,False,1572866.0,22.31595
3,2020-05-04,TO,303,7,False,1572866.0,19.2642
4,2020-05-03,TO,267,6,False,1572866.0,16.975379999999998
5,2020-05-02,TO,246,4,False,1572866.0,15.640239999999999
6,2020-05-01,TO,191,4,False,1572866.0,12.14344
7,2020-04-30,TO,164,3,False,1572866.0,10.42683
8,2020-04-29,TO,137,3,False,1572866.0,8.71021
9,2020-04-28,TO,116,2,False,1572866.0,7.37507
10,2020-04-27,TO,79,2,False,1572866.0,5.02268
11,2020-04-26,TO,67,2,False,1572866.0,4.25974
12,2020-04-25,TO,58,2,False,1572866.0,3.6875400000000003
13,2020-04-24,TO,50,2,False,1572866.0,3.1789099999999997
14,2020-04-23,TO,43,2,False,1572866.0,2.73386
15,2020-04-22,TO,37,2,False,1572866.0,2.35239
16,2020-04-21,TO,36,2,False,1572866.0,2.28882
17,2020-04-20,TO,35,2,False,1572866.0,2.2252400000000003
18,2020-04-19,TO,34,1,False,1572866.0,2.16166
19,2020-04-18,TO,33,1,False,1572866.0,2.09808
20,2020-04-17,TO,32,1,False,1572866.0,2.0345
21,2020-04-16,TO,31,1,False,1572866.0,1.97092
22,2020-04-15,TO,29,1,False,1572866.0,1.8437700000000001
23,2020-04-14,TO,27,0,False,1572866.0,1.7166099999999997
24,2020-04-13,TO,26,0,False,1572866.0,1.65303
25,2020-04-12,TO,26,0,False,1572866.0,1.65303
26,2020-04-11,TO,25,0,False,1572866.0,1.58946
27,2020-04-10,TO,23,0,False,1572866.0,1.4623
28,2020-04-09,TO,23,0,False,1572866.0,1.4623
29,2020-04-08,TO,23,0,False,1572866.0,1.4623
30,2020-04-07,TO,19,0,False,1572866.0,1.20799
31,2020-04-06,TO,19,0,False,1572866.0,1.20799
32,2020-04-05,TO,17,0,False,1572866.0,1.08083
33,2020-04-04,TO,16,0,False,1572866.0,1.01725
34,2020-04-03,TO,13,0,False,1572866.0,0.82652
35,2020-04-02,TO,12,0,False,1572866.0,0.76294
36,2020-04-01,TO,12,0,False,1572866.0,0.76294
37,2020-03-31,TO,12,0,False,1572866.0,0.76294
38,2020-03-30,TO,11,0,False,1572866.0,0.69936
39,2020-03-29,TO,10,0,False,1572866.0,0.63578
40,2020-03-28,TO,9,0,False,1572866.0,0.5722
41,2020-03-27,TO,9,0,False,1572866.0,0.5722
42,2020-03-26,TO,8,0,False,1572866.0,0.50863
43,2020-03-25,TO,7,0,False,1572866.0,0.44505
44,2020-03-24,TO,7,0,False,1572866.0,0.44505
